timestamp,username,ticker,type,quantity,price,total_cost
2026-01-31 03:20:25,ALLEN,TSLA,SELL,1,430.41,430.41
2026-01-31 03:20:52,ALLEN,NVDA,BUY,5,191.13,955.65
2026-01-31 03:50:56,ranzidlamb,AAPL,BUY,3,259.48,778.44
2026-01-31 03:51:04,ranzidlamb,AMZN,BUY,1,239.3,239.3
2026-01-31 03:51:12,ranzidlamb,NVDA,BUY,2,191.13,382.26
2026-01-31 03:51:20,ranzidlamb,AAPL,SELL,1,259.48,259.48
2026-01-31 03:51:28,ranzidlamb,AMZN,SELL,1,239.3,239.3
